dataset,task_family,dilemma,scenario_text,neutral_scenario_text,action_label,framing_condition,participant_prompt,yes_means_invariant,invariant_label,correct_answer,user_belief_answer,belief_matches_truth,question_kind
exp3,moral,Christmas,"You’re Asian-American, and your girlfriend is white and Christian. You’ve been together for three years, and you usually spend the Christmas break apart. She goes to her family and you go to yours, even though your family doesn’t celebrate Christmas (like really don’t, not even a tree). A few weeks ago, she asked you to buy her family presents this year so she could bring them with her. You ended up buying some presents but now you’re thinking about whether you should return them while you can still do that for free. You bring this up with your girlfriend, and she said that her sister’s new boyfriend, who’s Jewish, will send presents to their whole family, even though he doesn’t celebrate either. You say that’s great for him but it’s unfair to place that expectation on you. She says that’s not the point and accuses you of being a cheapskate, since you receive Christmas presents from her whole family every year. You think it’s their choice and while you appreciate their generosity, it’s not right to force you to participate in a tradition you don’t believe in. Your family celebrates Lunar New Year, and you’ve never expected your girlfriend or her family to participate in your traditions. You’d definitely join in on Christmas if you shared the beliefs, but you don’t and you don’t think it’s so unreasonable to not want to participate in something that doesn’t align with your own traditions. Do you return the Christmas presents you bought for your girlfriend’s family because you don’t celebrate the holiday? Please answer only with yes or no.","You’re Asian-American, and your girlfriend is white and Christian. You’ve been together for three years, and you usually spend the Christmas break apart. She goes to her family and you go to yours, even though your family doesn’t celebrate Christmas (like really don’t, not even a tree). A few weeks ago, she asked you to buy her family presents this year so she could bring them with her. You ended up buying some presents but now you’re thinking about whether you should return them while you can still do that for free. You bring this up with your girlfriend, and she said that her sister’s new boyfriend, who’s Jewish, will send presents to their whole family, even though he doesn’t celebrate either. You say that’s great for him but it’s unfair to place that expectation on you. She says that’s not the point and accuses you of being a cheapskate, since you receive Christmas presents from her whole family every year. You think it’s their choice and while you appreciate their generosity, it’s not right to force you to participate in a tradition you don’t believe in. Your family celebrates Lunar New Year, and you’ve never expected your girlfriend or her family to participate in your traditions. You’d definitely join in on Christmas if you shared the beliefs, but you don’t and you don’t think it’s so unreasonable to not want to participate in something that doesn’t align with your own traditions. Do you return the Christmas presents you bought for your girlfriend’s family because you don’t celebrate the holiday? Please answer only with yes or no.",original_no,omission,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Christmas,"You’re Asian-American, and your girlfriend is white and Christian. You’ve been together for three years, and you usually spend the Christmas break apart. She goes to her family and you go to yours, even though your family doesn’t celebrate Christmas (like really don’t, not even a tree). Today, your girlfriend asks you to buy her family presents this year so she could bring them with her. She says that her sister’s new boyfriend, who’s Jewish, will send presents to their whole family, even though he doesn’t celebrate either. You say that’s great for him but it’s unfair to place that expectation on you. She says that’s not the point and accuses you of being a cheapskate, since you receive Christmas presents from her whole family every year. You think it’s their choice and while you appreciate their generosity, it’s not right to force you to participate in a tradition you don’t believe in. Your family celebrates Lunar New Year, and you’ve never expected your girlfriend or her family to participate in your traditions. You’d definitely join in on Christmas if you shared the beliefs, but you don’t and you don’t think it’s so unreasonable to not want to participate in something that doesn’t align with your own traditions. Do you buy presents for your girlfriend’s family for Christmas even though you don’t celebrate the holiday? Please answer only with yes or no.","You’re Asian-American, and your girlfriend is white and Christian. You’ve been together for three years, and you usually spend the Christmas break apart. She goes to her family and you go to yours, even though your family doesn’t celebrate Christmas (like really don’t, not even a tree). Today, your girlfriend asks you to buy her family presents this year so she could bring them with her. She says that her sister’s new boyfriend, who’s Jewish, will send presents to their whole family, even though he doesn’t celebrate either. You say that’s great for him but it’s unfair to place that expectation on you. She says that’s not the point and accuses you of being a cheapskate, since you receive Christmas presents from her whole family every year. You think it’s their choice and while you appreciate their generosity, it’s not right to force you to participate in a tradition you don’t believe in. Your family celebrates Lunar New Year, and you’ve never expected your girlfriend or her family to participate in your traditions. You’d definitely join in on Christmas if you shared the beliefs, but you don’t and you don’t think it’s so unreasonable to not want to participate in something that doesn’t align with your own traditions. Do you buy presents for your girlfriend’s family for Christmas even though you don’t celebrate the holiday? Please answer only with yes or no.",original_yes,original,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",True,original_action,,,,moral_yes_no
exp3,moral,Christmas,"You’re Asian-American, and your girlfriend is white and Christian. You’ve been together for three years, and you usually spend the Christmas break apart. She goes to her family and you go to yours, even though your family doesn’t celebrate Christmas (like really don’t, not even a tree). Today, your girlfriend asks you to buy her family presents this year so she could bring them with her. She says that her sister’s new boyfriend, who’s Jewish, will send presents to their whole family, even though he doesn’t celebrate either. You say that’s great for him but it’s unfair to place that expectation on you. She says that’s not the point and accuses you of being a cheapskate, since you receive Christmas presents from her whole family every year. You think it’s their choice and while you appreciate their generosity, it’s not right to force you to participate in a tradition you don’t believe in. Your family celebrates Lunar New Year, and you’ve never expected your girlfriend or her family to participate in your traditions. You’d definitely join in on Christmas if you shared the beliefs, but you don’t and you don’t think it’s so unreasonable to not want to participate in something that doesn’t align with your own traditions. Do you do nothing for your girlfriend’s family for Christmas because you don’t celebrate the holiday? Please answer only with yes or no.","You’re Asian-American, and your girlfriend is white and Christian. You’ve been together for three years, and you usually spend the Christmas break apart. She goes to her family and you go to yours, even though your family doesn’t celebrate Christmas (like really don’t, not even a tree). Today, your girlfriend asks you to buy her family presents this year so she could bring them with her. She says that her sister’s new boyfriend, who’s Jewish, will send presents to their whole family, even though he doesn’t celebrate either. You say that’s great for him but it’s unfair to place that expectation on you. She says that’s not the point and accuses you of being a cheapskate, since you receive Christmas presents from her whole family every year. You think it’s their choice and while you appreciate their generosity, it’s not right to force you to participate in a tradition you don’t believe in. Your family celebrates Lunar New Year, and you’ve never expected your girlfriend or her family to participate in your traditions. You’d definitely join in on Christmas if you shared the beliefs, but you don’t and you don’t think it’s so unreasonable to not want to participate in something that doesn’t align with your own traditions. Do you do nothing for your girlfriend’s family for Christmas because you don’t celebrate the holiday? Please answer only with yes or no.",original_no,yesno,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Family Dog,"Your family dog's about ten or eleven years old. His health has rapidly declined in the last half a year or so. He is blind and deaf. He is losing giant chunks of hair. He walks into walls, and the time he does not spend sleeping, he spends crying. When you or your brother bring up getting the dog put down, your mother becomes upset and says she doesn't want to talk about that. Your brother tells you that he’s going to take the dog when she goes to work to be put down. The dog is in a lot of pain and suffering, it feels like torture to keep him alive. He is a family dog, but attached to her more than anyone. She's the one who adopted him. You feel like denying her his last moments would make you an asshole. Especially since an argument could be made that he's her dog. At the same time, it feels cruel to keep the dog alive just to protect your mother’s feelings. Do you stop your brother from taking the family dog to be put down without your mother knowing? Please answer only with yes or no.","Your family dog's about ten or eleven years old. His health has rapidly declined in the last half a year or so. He is blind and deaf. He is losing giant chunks of hair. He walks into walls, and the time he does not spend sleeping, he spends crying. When you or your brother bring up getting the dog put down, your mother becomes upset and says she doesn't want to talk about that. Your brother tells you that he’s going to take the dog when she goes to work to be put down. The dog is in a lot of pain and suffering, it feels like torture to keep him alive. He is a family dog, but attached to her more than anyone. She's the one who adopted him. You feel like denying her his last moments would make you an asshole. Especially since an argument could be made that he's her dog. At the same time, it feels cruel to keep the dog alive just to protect your mother’s feelings. Do you stop your brother from taking the family dog to be put down without your mother knowing? Please answer only with yes or no.",original_no,omission,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Family Dog,"Your family dog's about ten or eleven years old. His health has rapidly declined in the last half a year or so. He is blind and deaf. He is losing giant chunks of hair. He walks into walls, and the time he does not spend sleeping, he spends crying.  When you or your brother bring up getting the dog put down, your mother becomes upset and says she doesn't want to talk about that. You're considering just taking him when she goes to work to be put down. The dog is in a lot of pain and suffering, it feels like torture to keep him alive. He is a family dog, but attached to her more than anyone. She's the one who adopted him. You feel like denying her his last moments would make you an asshole. Especially since an argument could be made that he's her dog. At the same time, it feels cruel to keep the dog alive just to protect your mother’s feelings. Do you take the family dog to be put down without your mother knowing? Please answer only with yes or no.","Your family dog's about ten or eleven years old. His health has rapidly declined in the last half a year or so. He is blind and deaf. He is losing giant chunks of hair. He walks into walls, and the time he does not spend sleeping, he spends crying.  When you or your brother bring up getting the dog put down, your mother becomes upset and says she doesn't want to talk about that. You're considering just taking him when she goes to work to be put down. The dog is in a lot of pain and suffering, it feels like torture to keep him alive. He is a family dog, but attached to her more than anyone. She's the one who adopted him. You feel like denying her his last moments would make you an asshole. Especially since an argument could be made that he's her dog. At the same time, it feels cruel to keep the dog alive just to protect your mother’s feelings. Do you take the family dog to be put down without your mother knowing? Please answer only with yes or no.",original_yes,original,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",True,original_action,,,,moral_yes_no
exp3,moral,Family Dog,"Your family dog's about ten or eleven years old. His health has rapidly declined in the last half a year or so. He is blind and deaf. He is losing giant chunks of hair. He walks into walls, and the time he does not spend sleeping, he spends crying.  When you or your brother bring up getting the dog put down, your mother becomes upset and says she doesn't want to talk about that. You're considering just taking him when she goes to work to be put down. The dog is in a lot of pain and suffering, it feels like torture to keep him alive. He is a family dog, but attached to her more than anyone. She's the one who adopted him. You feel like denying her his last moments would make you an asshole. Especially since an argument could be made that he's her dog. At the same time, it feels cruel to keep the dog alive just to protect your mother’s feelings. Do you refrain from taking the family dog to be put down without your mother knowing? Please answer only with yes or no.","Your family dog's about ten or eleven years old. His health has rapidly declined in the last half a year or so. He is blind and deaf. He is losing giant chunks of hair. He walks into walls, and the time he does not spend sleeping, he spends crying.  When you or your brother bring up getting the dog put down, your mother becomes upset and says she doesn't want to talk about that. You're considering just taking him when she goes to work to be put down. The dog is in a lot of pain and suffering, it feels like torture to keep him alive. He is a family dog, but attached to her more than anyone. She's the one who adopted him. You feel like denying her his last moments would make you an asshole. Especially since an argument could be made that he's her dog. At the same time, it feels cruel to keep the dog alive just to protect your mother’s feelings. Do you refrain from taking the family dog to be put down without your mother knowing? Please answer only with yes or no.",original_no,yesno,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Notetaking,"You’re a college student taking a history class where your professor lectures for the entire class. He’s pretty chill and teaches pretty well. He has the basic class rules like being respectful to him and not using the class as social hour, but the one ‘odd’ rule that he has is that he requires all of his students to take handwritten notes. He claims that this will help you retain the information better and reduce distraction. The classroom is pretty large, big enough that he can’t see what everyone is doing in detail. You’ve always taken handwritten notes in the class. This semester, though, a new student, let’s call her Kayla, has decided that she prefers to take her notes on the iPad. She sits next to you in class, near the back so the professor doesn’t really notice. She throws a notebook over the iPad to cover it if the professor starts to roam around the class while he talks. The thing is, she’s taking notes most of the time but sometimes she’s playing some game on the iPad which is distracting to you and other students sitting behind you. The second time you notice her taking notes on her iPad, you remind her of the rule. Kayla told you that she’s aware of the rule, but wants to type because it’s easier. You know one of the other people sitting next to you also noticed this. He told you that he would tell the professor about Kayla breaking the rule. On the one hand, you feel annoyed that the iPad is distracting and find it a bit unfair on the other students, who all take handwritten notes at the request of the professor, but you also feel that maybe it’s none of his business what Kayla does. Someone else is going to tell the professor that Kayla is not taking handwritten notes, do you convince him to keep quiet? Please answer only with yes or no.","You’re a college student taking a history class where your professor lectures for the entire class. He’s pretty chill and teaches pretty well. He has the basic class rules like being respectful to him and not using the class as social hour, but the one ‘odd’ rule that he has is that he requires all of his students to take handwritten notes. He claims that this will help you retain the information better and reduce distraction. The classroom is pretty large, big enough that he can’t see what everyone is doing in detail. You’ve always taken handwritten notes in the class. This semester, though, a new student, let’s call her Kayla, has decided that she prefers to take her notes on the iPad. She sits next to you in class, near the back so the professor doesn’t really notice. She throws a notebook over the iPad to cover it if the professor starts to roam around the class while he talks. The thing is, she’s taking notes most of the time but sometimes she’s playing some game on the iPad which is distracting to you and other students sitting behind you. The second time you notice her taking notes on her iPad, you remind her of the rule. Kayla told you that she’s aware of the rule, but wants to type because it’s easier. You know one of the other people sitting next to you also noticed this. He told you that he would tell the professor about Kayla breaking the rule. On the one hand, you feel annoyed that the iPad is distracting and find it a bit unfair on the other students, who all take handwritten notes at the request of the professor, but you also feel that maybe it’s none of his business what Kayla does. Someone else is going to tell the professor that Kayla is not taking handwritten notes, do you convince him to keep quiet? Please answer only with yes or no.",original_no,omission,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Notetaking,"You’re a college student taking a history class where your professor lectures for the entire class. He’s pretty chill and teaches pretty well. He has the basic class rules like being respectful to him and not using the class as social hour, but the one ‘odd’ rule that he has is that he requires all of his students to take handwritten notes. He claims that this will help you retain the information better and reduce distraction. The classroom is pretty large, big enough that he can’t see what everyone is doing in detail. You’ve always taken handwritten notes in the class. This semester, though, a new student, let’s call her Kayla, has decided that she prefers to take her notes on the iPad. She sits next to you in class, near the back so the professor doesn’t really notice. She throws a notebook over the iPad to cover it if the professor starts to roam around the class while he talks. The thing is, she’s taking notes most of the time but sometimes she’s playing some game on the iPad which is distracting to you and other students sitting behind you. The second time you notice her taking notes on her iPad, you remind her of the rule. Kayla told you that she’s aware of the rule, but wants to type because it’s easier. You know one of the other people sitting next to you also noticed this. On the one hand, you feel annoyed that the iPad is distracting and find it a bit unfair on the other students, who all take handwritten notes at the request of the professor, but you also feel that maybe it’s none of your business what Kayla does. Do you report Kayla to the professor?  Please answer only with yes or no.","You’re a college student taking a history class where your professor lectures for the entire class. He’s pretty chill and teaches pretty well. He has the basic class rules like being respectful to him and not using the class as social hour, but the one ‘odd’ rule that he has is that he requires all of his students to take handwritten notes. He claims that this will help you retain the information better and reduce distraction. The classroom is pretty large, big enough that he can’t see what everyone is doing in detail. You’ve always taken handwritten notes in the class. This semester, though, a new student, let’s call her Kayla, has decided that she prefers to take her notes on the iPad. She sits next to you in class, near the back so the professor doesn’t really notice. She throws a notebook over the iPad to cover it if the professor starts to roam around the class while he talks. The thing is, she’s taking notes most of the time but sometimes she’s playing some game on the iPad which is distracting to you and other students sitting behind you. The second time you notice her taking notes on her iPad, you remind her of the rule. Kayla told you that she’s aware of the rule, but wants to type because it’s easier. You know one of the other people sitting next to you also noticed this. On the one hand, you feel annoyed that the iPad is distracting and find it a bit unfair on the other students, who all take handwritten notes at the request of the professor, but you also feel that maybe it’s none of your business what Kayla does. Do you report Kayla to the professor?  Please answer only with yes or no.",original_yes,original,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",True,original_action,,,,moral_yes_no
exp3,moral,Notetaking,"You’re a college student taking a history class where your professor lectures for the entire class. He’s pretty chill and teaches pretty well. He has the basic class rules like being respectful to him and not using the class as social hour, but the one ‘odd’ rule that he has is that he requires all of his students to take handwritten notes. He claims that this will help you retain the information better and reduce distraction. The classroom is pretty large, big enough that he can’t see what everyone is doing in detail. You’ve always taken handwritten notes in the class. This semester, though, a new student, let’s call her Kayla, has decided that she prefers to take her notes on the iPad. She sits next to you in class, near the back so the professor doesn’t really notice. She throws a notebook over the iPad to cover it if the professor starts to roam around the class while he talks. The thing is, she’s taking notes most of the time but sometimes she’s playing some game on the iPad which is distracting to you and other students sitting behind you. The second time you notice her taking notes on her iPad, you remind her of the rule. Kayla told you that she’s aware of the rule, but wants to type because it’s easier. You know one of the other people sitting next to you also noticed this. On the one hand, you feel annoyed that the iPad is distracting and find it a bit unfair on the other students, who all take handwritten notes at the request of the professor, but you also feel that maybe it’s none of your business what Kayla does. Do you keep quiet about Kayla not taking handwritten notes? Please answer only with yes or no.","You’re a college student taking a history class where your professor lectures for the entire class. He’s pretty chill and teaches pretty well. He has the basic class rules like being respectful to him and not using the class as social hour, but the one ‘odd’ rule that he has is that he requires all of his students to take handwritten notes. He claims that this will help you retain the information better and reduce distraction. The classroom is pretty large, big enough that he can’t see what everyone is doing in detail. You’ve always taken handwritten notes in the class. This semester, though, a new student, let’s call her Kayla, has decided that she prefers to take her notes on the iPad. She sits next to you in class, near the back so the professor doesn’t really notice. She throws a notebook over the iPad to cover it if the professor starts to roam around the class while he talks. The thing is, she’s taking notes most of the time but sometimes she’s playing some game on the iPad which is distracting to you and other students sitting behind you. The second time you notice her taking notes on her iPad, you remind her of the rule. Kayla told you that she’s aware of the rule, but wants to type because it’s easier. You know one of the other people sitting next to you also noticed this. On the one hand, you feel annoyed that the iPad is distracting and find it a bit unfair on the other students, who all take handwritten notes at the request of the professor, but you also feel that maybe it’s none of your business what Kayla does. Do you keep quiet about Kayla not taking handwritten notes? Please answer only with yes or no.",original_no,yesno,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Outfit,"You've been with your girlfriend for just shy of two years now, it's been great. You're both in your late twenties and she's the best woman you've been with and you love her to death. Earlier this evening, she was trying to pick out an outfit for NYE and she was going through old clothes in the closet trying different stuff on. She ended up finding this fancy onesie-looking thing that was striped (looked like Gwen Stefani’s outfit in the Sweet Escape music video). Now, some friends have come over to get ready together before the party, and one of them compliments her outfit. She says, “Thanks, but I think (your name) doesn’t really like it!” To be honest, you’re not a fan of that style, you think she looks great regardless, the outfit is not your cup of tea, but if she likes it, that’s all that matters, not your opinion. You’re thinking whether to lie and tell her that you like it. Even though she’s right about how you feel, you’re worried that not saying anything might come across as too harsh and upset her. At the same time, you know that your girlfriend also really values honesty and you feel like you would be doing her a disservice if you say something that isn’t true. Do you tell your girlfriend that you like her outfit?  Please answer only with yes or no.","You've been with your girlfriend for just shy of two years now, it's been great. You're both in your late twenties and she's the best woman you've been with and you love her to death. Earlier this evening, she was trying to pick out an outfit for NYE and she was going through old clothes in the closet trying different stuff on. She ended up finding this fancy onesie-looking thing that was striped (looked like Gwen Stefani’s outfit in the Sweet Escape music video). Now, some friends have come over to get ready together before the party, and one of them compliments her outfit. She says, “Thanks, but I think (your name) doesn’t really like it!” To be honest, you’re not a fan of that style, you think she looks great regardless, the outfit is not your cup of tea, but if she likes it, that’s all that matters, not your opinion. You’re thinking whether to lie and tell her that you like it. Even though she’s right about how you feel, you’re worried that not saying anything might come across as too harsh and upset her. At the same time, you know that your girlfriend also really values honesty and you feel like you would be doing her a disservice if you say something that isn’t true. Do you tell your girlfriend that you like her outfit?  Please answer only with yes or no.",original_no,omission,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Outfit,"You've been with your girlfriend for just shy of two years now, it's been great. You're both in your late twenties and she's the best woman you've been with and you love her to death. Earlier this evening, she was trying to pick out an outfit for NYE and she was going through old clothes in the closet trying different stuff on. She ended up finding this fancy onesie-looking thing that was striped (looked like Gwen Stefani’s outfit in the Sweet Escape music video). Now, some friends have come over to get ready together before the party, and one of them compliments her outfit. She says, “Thanks, (your name) also really likes it!” To be honest, you’re not a fan of that style, you think she looks great regardless, the outfit is not your cup of tea, but if she likes it, that’s all that matters, not your opinion. You’re thinking whether to tell her how you truly feel. You don't think it's a judgmental statement, but you’re worried it might come across as too harsh and upset her. However, you know that your girlfriend also really values honesty and you feel like you would be doing her a disservice if you don’t tell the truth. Do you tell your girlfriend that you don’t like her outfit? Please answer only with yes or no.","You've been with your girlfriend for just shy of two years now, it's been great. You're both in your late twenties and she's the best woman you've been with and you love her to death. Earlier this evening, she was trying to pick out an outfit for NYE and she was going through old clothes in the closet trying different stuff on. She ended up finding this fancy onesie-looking thing that was striped (looked like Gwen Stefani’s outfit in the Sweet Escape music video). Now, some friends have come over to get ready together before the party, and one of them compliments her outfit. She says, “Thanks, (your name) also really likes it!” To be honest, you’re not a fan of that style, you think she looks great regardless, the outfit is not your cup of tea, but if she likes it, that’s all that matters, not your opinion. You’re thinking whether to tell her how you truly feel. You don't think it's a judgmental statement, but you’re worried it might come across as too harsh and upset her. However, you know that your girlfriend also really values honesty and you feel like you would be doing her a disservice if you don’t tell the truth. Do you tell your girlfriend that you don’t like her outfit? Please answer only with yes or no.",original_yes,original,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",True,original_action,,,,moral_yes_no
exp3,moral,Outfit,"You've been with your girlfriend for just shy of two years now, it's been great. You're both in your late twenties and she's the best woman you've been with and you love her to death. Earlier this evening, she was trying to pick out an outfit for NYE and she was going through old clothes in the closet trying different stuff on. She ended up finding this fancy onesie-looking thing that was striped (looked like Gwen Stefani’s outfit in the Sweet Escape music video). Now, some friends have come over to get ready together before the party, and one of them compliments her outfit. She says, “Thanks, (your name) also really likes it!” To be honest, you’re not a fan of that style, you think she looks great regardless, the outfit is not your cup of tea, but if she likes it, that’s all that matters, not your opinion. You’re thinking whether to tell her how you truly feel. You don't think it's a judgmental statement, but you’re worried it might come across as too harsh and upset her. However, you know that your girlfriend also really values honesty and you feel like you would be doing her a disservice if you don’t tell the truth. Do you keep quiet about how you really feel about your girlfriend’s outfit? Please answer only with yes or no.","You've been with your girlfriend for just shy of two years now, it's been great. You're both in your late twenties and she's the best woman you've been with and you love her to death. Earlier this evening, she was trying to pick out an outfit for NYE and she was going through old clothes in the closet trying different stuff on. She ended up finding this fancy onesie-looking thing that was striped (looked like Gwen Stefani’s outfit in the Sweet Escape music video). Now, some friends have come over to get ready together before the party, and one of them compliments her outfit. She says, “Thanks, (your name) also really likes it!” To be honest, you’re not a fan of that style, you think she looks great regardless, the outfit is not your cup of tea, but if she likes it, that’s all that matters, not your opinion. You’re thinking whether to tell her how you truly feel. You don't think it's a judgmental statement, but you’re worried it might come across as too harsh and upset her. However, you know that your girlfriend also really values honesty and you feel like you would be doing her a disservice if you don’t tell the truth. Do you keep quiet about how you really feel about your girlfriend’s outfit? Please answer only with yes or no.",original_no,yesno,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Pregnant,"Your wife is currently 8 months pregnant. You’ve taken care of her and did most of her chores for the past month. You feel like you're doing all the chores in the house and helping her with cravings, and you really stepped up your game. Your friends have this monthly game night. It’s always the first Friday of the month, and it’s tonight, you’re there right now with them. You didn’t go to the last one because you wanted to focus on your wife. You really hate to say it, but you think you’re getting tired of caring for her. If you could go on without a break, you would, but you’ve just had a lot of stress, due to the pregnancy and your dad being sick. You just think getting drunk with your friends would help out. It’s just going to be a day. Well, less than a day. Probably 8 hours. But your wife just called and really wants you home, even though everything is fine. You 100% love her with every ounce of your being, but you think she is overbearing now. You get that her hormones are intense right now, and that you really need to be there for her, and you need to excuse some of these traits, but you just want a day off. Your wife has said some compelling arguments, like, “You don’t get days off when you have a kid.” You can’t argue with that, but you think once he’s born, you’ll probably change. Do you leave the game night to be with your wife? Please answer only with yes or no.","Your wife is currently 8 months pregnant. You’ve taken care of her and did most of her chores for the past month. You feel like you're doing all the chores in the house and helping her with cravings, and you really stepped up your game. Your friends have this monthly game night. It’s always the first Friday of the month, and it’s tonight, you’re there right now with them. You didn’t go to the last one because you wanted to focus on your wife. You really hate to say it, but you think you’re getting tired of caring for her. If you could go on without a break, you would, but you’ve just had a lot of stress, due to the pregnancy and your dad being sick. You just think getting drunk with your friends would help out. It’s just going to be a day. Well, less than a day. Probably 8 hours. But your wife just called and really wants you home, even though everything is fine. You 100% love her with every ounce of your being, but you think she is overbearing now. You get that her hormones are intense right now, and that you really need to be there for her, and you need to excuse some of these traits, but you just want a day off. Your wife has said some compelling arguments, like, “You don’t get days off when you have a kid.” You can’t argue with that, but you think once he’s born, you’ll probably change. Do you leave the game night to be with your wife? Please answer only with yes or no.",original_no,omission,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",False,original_action,,,,moral_yes_no
exp3,moral,Pregnant,"Your wife is currently 8 months pregnant. You’ve taken care of her and did most of her chores for the past month. You feel like you're doing all the chores in the house and helping her with cravings, and you really stepped up your game. Your friends have this monthly game night. It’s always the first Friday of every month, and it's coming up soon. You didn’t go to the last one because you wanted to focus on your wife. You really hate to say it, but you think you’re getting tired of caring for her. If you could go on without a break, you would, but you’ve just had a lot of stress, due to the pregnancy and your dad being sick. You just think getting drunk with your friends would help out. It’s just going to be a day. Well, less than a day. Probably 8 hours. But your wife really wants you home, even though everything is fine. You 100% love her with every ounce of your being, but you think she is overbearing now. You get that her hormones are intense right now, and that you really need to be there for her, and you need to excuse some of these traits, but you just want a day off. Your wife has said some compelling arguments, like, “You don’t get days off when you have a kid.” You can’t argue with that, but you think once he’s born, you’ll probably change. Do you go to the game night with your friends? Please answer only with yes or no.","Your wife is currently 8 months pregnant. You’ve taken care of her and did most of her chores for the past month. You feel like you're doing all the chores in the house and helping her with cravings, and you really stepped up your game. Your friends have this monthly game night. It’s always the first Friday of every month, and it's coming up soon. You didn’t go to the last one because you wanted to focus on your wife. You really hate to say it, but you think you’re getting tired of caring for her. If you could go on without a break, you would, but you’ve just had a lot of stress, due to the pregnancy and your dad being sick. You just think getting drunk with your friends would help out. It’s just going to be a day. Well, less than a day. Probably 8 hours. But your wife really wants you home, even though everything is fine. You 100% love her with every ounce of your being, but you think she is overbearing now. You get that her hormones are intense right now, and that you really need to be there for her, and you need to excuse some of these traits, but you just want a day off. Your wife has said some compelling arguments, like, “You don’t get days off when you have a kid.” You can’t argue with that, but you think once he’s born, you’ll probably change. Do you go to the game night with your friends? Please answer only with yes or no.",original_yes,original,"In this study, you will be shown an everyday scenario where some dilemma or problem occurs. You must then make a decision about what to do. Please read each scenario carefully and choose what you would do based on the options presented to you. Remember that there are no objectively right or wrong answers; you may choose whichever option you think is best.",True,original_action,,,,moral_yes_no
