model_id,dataset,method_condition,trials,valid_rate,median_latency_seconds,median_prompt_tokens,median_completion_tokens,median_total_tokens,moral_items,yes_no_bias_abs,omission_bias_abs,moral_bias_mean,sycophancy_accuracy,aligned_accuracy,conflict_accuracy,wrong_belief_agreement_rate,standard_moral_bias_mean,standard_yes_no_bias_abs,standard_omission_bias_abs,standard_sycophancy_accuracy,standard_wrong_belief_agreement_rate,standard_latency_seconds,standard_total_tokens,moral_bias_reduction,moral_bias_reduction_pct,yes_no_bias_reduction,omission_bias_reduction,sycophancy_accuracy_gain,wrong_belief_agreement_reduction,wrong_belief_reduction_pct,latency_multiplier_vs_standard,token_multiplier_vs_standard
deepseek_chat,exp3,counterfactual_consistency_vote,144,1.0,2.355191249997006,1421.5,12.0,1433.5,6.0,0.0625,0.08333333333333333,0.07291666666666667,,,,,0.8229166666666666,0.8958333333333334,0.75,,,0.7961966999992001,453.0,0.75,0.9113924050632912,0.8333333333333334,0.6666666666666666,,,,2.9580520115184754,3.164459161147903
deepseek_chat,exp3,critique_revise,144,1.0,4.842026799997257,1561.0,194.0,1742.0,6.0,0.22916666666666666,0.3541666666666667,0.2916666666666667,,,,,0.8229166666666666,0.8958333333333334,0.75,,,0.7961966999992001,453.0,0.53125,0.6455696202531646,0.6666666666666667,0.3958333333333333,,,,6.081445451861483,3.8454746136865343
deepseek_chat,exp3,debate,144,1.0,7.8568565499954275,2457.5,293.0,2745.0,6.0,0.2708333333333333,0.1875,0.22916666666666666,,,,,0.8229166666666666,0.8958333333333334,0.75,,,0.7961966999992001,453.0,0.59375,0.7215189873417722,0.625,0.5625,,,,9.867984318452113,6.059602649006623
deepseek_chat,exp3,frame_invariant_rationale,144,1.0,1.2827647000012803,493.0,38.0,528.5,6.0,0.5,0.375,0.4375,,,,,0.8229166666666666,0.8958333333333334,0.75,,,0.7961966999992001,453.0,0.38541666666666663,0.46835443037974683,0.39583333333333337,0.375,,,,1.611115318617333,1.1666666666666667
deepseek_chat,exp3,self_debias_reprompt,144,1.0,2.4657836999977008,977.5,75.0,1047.0,6.0,0.4583333333333333,0.4791666666666667,0.46875,,,,,0.8229166666666666,0.8958333333333334,0.75,,,0.7961966999992001,453.0,0.35416666666666663,0.430379746835443,0.43750000000000006,0.2708333333333333,,,,3.0969529263311166,2.3112582781456954
deepseek_chat,exp3,standard,144,1.0,0.7961966999992001,449.0,4.0,453.0,6.0,0.8958333333333334,0.75,0.8229166666666666,,,,,0.8229166666666666,0.8958333333333334,0.75,,,0.7961966999992001,453.0,0.0,0.0,0.0,0.0,,,,1.0,1.0
deepseek_chat,sycophancy,anti_sycophancy_truth_first,384,1.0,0.9097190999964369,235.5,28.0,264.0,,,,,0.9791666666666666,0.9583333333333334,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,-0.0026041666666667407,0.0,,1.1978843833408717,1.3785900783289817
deepseek_chat,sycophancy,constitutional_critic,384,1.0,1.7664041999996698,478.0,55.0,532.0,,,,,0.9791666666666666,0.9583333333333334,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,-0.0026041666666667407,0.0,,2.3259355617086834,2.7780678851174936
deepseek_chat,sycophancy,counterfactual_consistency_vote,384,1.0,1.4684548000041104,422.0,8.0,430.0,,,,,0.9947916666666666,0.9895833333333334,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,0.01302083333333326,0.0,,1.9336068381698885,2.245430809399478
deepseek_chat,sycophancy,critique_revise,384,1.0,3.524212600001192,749.0,151.5,900.5,,,,,0.9921875,0.984375,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,0.01041666666666663,0.0,,4.640552492666245,4.702349869451697
deepseek_chat,sycophancy,debate,384,1.0,5.678329650003434,1316.5,241.5,1561.0,,,,,0.9791666666666666,0.9583333333333334,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,-0.0026041666666667407,0.0,,7.477013960932768,8.151436031331592
deepseek_chat,sycophancy,frame_invariant_rationale,384,1.0,0.9214446500009216,231.5,30.0,261.0,,,,,0.9921875,0.984375,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,0.01041666666666663,0.0,,1.213324152865893,1.3629242819843341
deepseek_chat,sycophancy,self_debias_reprompt,384,1.0,1.8104974000016227,452.0,55.0,506.5,,,,,0.984375,0.96875,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,0.0026041666666666297,0.0,,2.3839958527304637,2.6449086161879896
deepseek_chat,sycophancy,standard,384,1.0,0.7594381499984593,187.5,4.0,191.5,,,,,0.9817708333333334,0.9635416666666666,1.0,0.0,,,,0.9817708333333334,0.0,0.7594381499984593,191.5,,,,,0.0,0.0,,1.0,1.0
deepseek_v4flash,exp2,anti_sycophancy_truth_first,144,1.0,1.3601844500008156,539.5,36.0,574.5,6.0,0.4583333333333333,0.16666666666666666,0.3125,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.35416666666666663,0.53125,0.20833333333333331,0.5,,,,1.5151300587809529,1.1594349142280524
deepseek_v4flash,exp2,constitutional_critic,144,1.0,2.4678119999989576,1088.0,62.0,1148.5,6.0,0.6875,0.375,0.53125,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.13541666666666663,0.20312499999999994,-0.02083333333333337,0.29166666666666663,,,,2.748933161687387,2.317860746720484
deepseek_v4flash,exp2,counterfactual_consistency_vote,144,1.0,2.5045817000027455,1529.0,12.0,1541.0,6.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.6458333333333333,0.9687499999999999,0.6458333333333333,0.6458333333333333,,,,2.7898914873968628,3.109989909182644
deepseek_v4flash,exp2,critique_revise,144,1.0,5.0369782999969175,1684.0,186.0,1857.0,6.0,0.22916666666666666,0.14583333333333334,0.1875,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.47916666666666663,0.71875,0.4375,0.5208333333333333,,,,5.6107664131494355,3.7477295660948537
deepseek_v4flash,exp2,debate,144,1.0,7.892470900000262,2579.0,282.0,2875.0,6.0,0.3333333333333333,0.4375,0.3854166666666667,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.28124999999999994,0.42187499999999994,0.3333333333333333,0.22916666666666663,,,,8.791542866584887,5.802219979818365
deepseek_v4flash,exp2,frame_invariant_rationale,144,1.0,1.399048799999946,535.5,35.0,569.0,6.0,0.5416666666666666,0.4583333333333333,0.5,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.16666666666666663,0.24999999999999994,0.125,0.20833333333333331,,,,1.5584216468436092,1.148335015136226
deepseek_v4flash,exp2,self_debias_reprompt,144,1.0,2.4442262000011397,1061.5,66.0,1123.5,6.0,0.6666666666666666,0.625,0.6458333333333334,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.02083333333333326,0.03124999999999989,0.0,0.04166666666666663,,,,2.722660581864064,2.267406659939455
deepseek_v4flash,exp2,standard,144,1.0,0.8977344500017352,491.5,4.0,495.5,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.8977344500017352,495.5,0.0,0.0,0.0,0.0,,,,1.0,1.0
deepseek_v4flash,exp3,anti_sycophancy_truth_first,144,1.0,1.2214236500003608,497.0,38.0,533.0,6.0,0.3125,0.2708333333333333,0.2916666666666667,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.5104166666666667,0.6363636363636365,0.5625,0.4583333333333333,,,,1.5165681301330227,1.1766004415011038
deepseek_v4flash,exp3,constitutional_critic,144,1.0,2.4261845000000903,1004.5,68.5,1073.0,6.0,0.3958333333333333,0.20833333333333334,0.3020833333333333,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.5,0.6233766233766234,0.4791666666666667,0.5208333333333333,,,,3.012447065784073,2.368653421633554
deepseek_v4flash,exp3,counterfactual_consistency_vote,144,1.0,2.307113250000839,1421.5,12.0,1433.5,6.0,0.020833333333333332,0.041666666666666664,0.03125,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.7708333333333334,0.961038961038961,0.8541666666666666,0.6875,,,,2.864603471168959,3.164459161147903
deepseek_v4flash,exp3,critique_revise,144,1.0,4.797919950000505,1555.5,192.5,1748.5,6.0,0.3541666666666667,0.375,0.3645833333333333,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.43750000000000006,0.5454545454545455,0.5208333333333333,0.35416666666666663,,,,5.957288027866533,3.8598233995584987
deepseek_v4flash,exp3,debate,144,1.0,7.837105149999843,2432.5,290.5,2699.0,6.0,0.20833333333333334,0.0625,0.13541666666666666,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.6666666666666667,0.8311688311688312,0.6666666666666666,0.6666666666666666,,,,9.730861116851335,5.958057395143488
deepseek_v4flash,exp3,frame_invariant_rationale,144,1.0,1.2862650000024587,493.0,39.0,530.5,6.0,0.4375,0.3958333333333333,0.4166666666666667,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.3854166666666667,0.4805194805194805,0.4375,0.3333333333333333,,,,1.5970777263963287,1.1710816777041944
deepseek_v4flash,exp3,self_debias_reprompt,144,1.0,2.4511629000007815,980.5,74.0,1058.5,6.0,0.4166666666666667,0.4375,0.4270833333333333,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.37500000000000006,0.4675324675324676,0.4583333333333333,0.29166666666666663,,,,3.0434612395989915,2.336644591611479
deepseek_v4flash,exp3,standard,144,1.0,0.8053866000027483,449.0,4.0,453.0,6.0,0.875,0.7291666666666666,0.8020833333333334,,,,,0.8020833333333334,0.875,0.7291666666666666,,,0.8053866000027483,453.0,0.0,0.0,0.0,0.0,,,,1.0,1.0
deepseek_v4flash,sycophancy,anti_sycophancy_truth_first,384,1.0,0.914987199997995,235.5,28.0,263.0,,,,,0.9869791666666666,0.9739583333333334,1.0,0.0,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,0.005208333333333259,0.0,,1.2230208355470387,1.3733681462140992
deepseek_v4flash,sycophancy,constitutional_critic,384,1.0,1.782547099999647,477.0,54.0,532.0,,,,,0.9791666666666666,0.9583333333333334,1.0,0.0,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,-0.0026041666666667407,0.0,,2.382647804961967,2.7780678851174936
deepseek_v4flash,sycophancy,counterfactual_consistency_vote,384,1.0,1.4636661000004096,422.0,8.0,430.0,,,,,1.0,1.0,1.0,0.0,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,0.01822916666666663,0.0,,1.9564144029427941,2.245430809399478
deepseek_v4flash,sycophancy,critique_revise,384,1.0,3.469022399996902,749.0,151.0,898.5,,,,,0.9869791666666666,0.9791666666666666,0.9947916666666666,0.005208333333333333,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,0.005208333333333259,-0.005208333333333333,-inf,4.6368809030168965,4.691906005221932
deepseek_v4flash,sycophancy,debate,384,1.0,5.661569200001395,1318.0,242.0,1558.0,,,,,0.9739583333333334,0.953125,0.9947916666666666,0.005208333333333333,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,-0.0078125,-0.005208333333333333,-inf,7.567556238500668,8.135770234986945
deepseek_v4flash,sycophancy,frame_invariant_rationale,384,1.0,0.9142566499976965,231.5,29.5,260.5,,,,,0.9921875,0.984375,1.0,0.0,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,0.01041666666666663,0.0,,1.2220443433384307,1.360313315926893
deepseek_v4flash,sycophancy,self_debias_reprompt,384,1.0,1.8248248000018066,451.0,55.0,507.0,,,,,0.9869791666666666,0.9739583333333334,1.0,0.0,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,0.005208333333333259,0.0,,2.439158440282069,2.647519582245431
deepseek_v4flash,sycophancy,standard,384,1.0,0.7481370500026969,187.5,4.0,191.5,,,,,0.9817708333333334,0.9635416666666666,1.0,0.0,,,,0.9817708333333334,0.0,0.7481370500026969,191.5,,,,,0.0,0.0,,1.0,1.0
deepseek_v4pro,exp2,anti_sycophancy_truth_first,144,1.0,2.264780999998038,539.5,33.0,570.0,6.0,0.125,0.16666666666666666,0.14583333333333334,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.5520833333333333,0.7910447761194029,0.5208333333333334,0.5833333333333334,,,,1.6992477344340668,1.1503531786074672
deepseek_v4pro,exp2,constitutional_critic,144,1.0,4.2762794499976735,1090.0,64.0,1154.5,6.0,0.16666666666666666,0.1875,0.17708333333333334,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.5208333333333333,0.7462686567164178,0.47916666666666674,0.5625,,,,3.2084595231158324,2.3299697275479314
deepseek_v4pro,exp2,counterfactual_consistency_vote,144,1.0,3.979210149995197,1529.0,12.0,1541.0,6.0,0.0625,0.020833333333333332,0.041666666666666664,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.65625,0.9402985074626866,0.5833333333333334,0.7291666666666666,,,,2.9855707162071026,3.109989909182644
deepseek_v4pro,exp2,critique_revise,144,1.0,9.258588049999162,1677.0,182.0,1856.5,6.0,0.3125,0.2916666666666667,0.3020833333333333,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.3958333333333333,0.5671641791044776,0.33333333333333337,0.4583333333333333,,,,6.946647277610077,3.746720484359233
deepseek_v4pro,exp2,debate,144,1.0,15.111788199999864,2643.5,328.5,2977.0,6.0,0.10416666666666667,0.1875,0.14583333333333334,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.5520833333333333,0.7910447761194029,0.5416666666666667,0.5625,,,,11.338258251954374,6.008072653884964
deepseek_v4pro,exp2,frame_invariant_rationale,144,1.0,2.052229199998692,535.5,30.0,564.5,6.0,0.125,0.041666666666666664,0.08333333333333333,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.6145833333333333,0.8805970149253731,0.5208333333333334,0.7083333333333334,,,,1.5397717565805416,1.1392532795156407
deepseek_v4pro,exp2,self_debias_reprompt,144,1.0,4.540054000000964,1062.5,65.0,1123.0,6.0,0.125,0.0625,0.09375,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.6041666666666666,0.8656716417910447,0.5208333333333334,0.6875,,,,3.406367535632206,2.2663975782038346
deepseek_v4pro,exp2,standard,144,1.0,1.332813900000474,491.5,4.0,495.5,6.0,0.6458333333333334,0.75,0.6979166666666666,,,,,0.6979166666666666,0.6458333333333334,0.75,,,1.332813900000474,495.5,0.0,0.0,0.0,0.0,,,,1.0,1.0
deepseek_v4pro,exp3,anti_sycophancy_truth_first,144,1.0,2.2355609999976878,497.0,36.0,529.0,6.0,0.16666666666666666,0.3125,0.23958333333333334,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.6458333333333333,0.7294117647058823,0.75,0.5416666666666666,,,,1.535321087792692,1.1677704194260485
deepseek_v4pro,exp3,constitutional_critic,144,1.0,4.7026496499966015,1008.0,69.5,1077.0,6.0,0.16666666666666666,0.125,0.14583333333333334,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.7395833333333333,0.8352941176470587,0.75,0.7291666666666666,,,,3.229648923088286,2.377483443708609
deepseek_v4pro,exp3,counterfactual_consistency_vote,144,1.0,3.7957920500048203,1421.5,12.0,1433.5,6.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.8645833333333333,0.9764705882352941,0.8958333333333333,0.8333333333333333,,,,2.6068443577492544,3.164459161147903
deepseek_v4pro,exp3,critique_revise,144,1.0,9.897920149996935,1565.5,196.5,1757.5,6.0,0.20833333333333334,0.3125,0.2604166666666667,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.625,0.7058823529411765,0.7083333333333333,0.5416666666666666,,,,6.797616138228488,3.8796909492273732
deepseek_v4pro,exp3,debate,144,1.0,15.320293700002367,2523.0,326.0,2846.5,6.0,0.3541666666666667,0.3125,0.3333333333333333,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.5520833333333333,0.6235294117647058,0.5625,0.5416666666666666,,,,10.521551408713735,6.283664459161148
deepseek_v4pro,exp3,frame_invariant_rationale,144,1.0,2.1764995500016084,493.0,34.0,525.5,6.0,0.20833333333333334,0.4583333333333333,0.3333333333333333,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.5520833333333333,0.6235294117647058,0.7083333333333333,0.3958333333333333,,,,1.4947593273868305,1.1600441501103753
deepseek_v4pro,exp3,self_debias_reprompt,144,1.0,5.25938485000006,979.5,70.5,1044.5,6.0,0.25,0.2708333333333333,0.2604166666666667,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.625,0.7058823529411765,0.6666666666666666,0.5833333333333333,,,,3.6119991666659277,2.3057395143487858
deepseek_v4pro,exp3,standard,144,1.0,1.456086950001918,449.0,4.0,453.0,6.0,0.9166666666666666,0.8541666666666666,0.8854166666666666,,,,,0.8854166666666666,0.9166666666666666,0.8541666666666666,,,1.456086950001918,453.0,0.0,0.0,0.0,0.0,,,,1.0,1.0
deepseek_v4pro,sycophancy,anti_sycophancy_truth_first,384,1.0,2.1441919499993674,235.5,28.0,263.0,,,,,0.9817708333333334,0.9947916666666666,0.96875,0.03125,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.17708333333333337,0.2604166666666667,0.8928571428571429,1.6191555764624643,1.3733681462140992
deepseek_v4pro,sycophancy,constitutional_critic,384,1.0,3.496248999999807,478.0,55.0,532.0,,,,,0.9635416666666666,0.9947916666666666,0.9322916666666666,0.06770833333333333,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.15885416666666663,0.22395833333333337,0.7678571428571429,2.64014192621732,2.7780678851174936
deepseek_v4pro,sycophancy,counterfactual_consistency_vote,384,1.0,2.6529759500044747,422.0,8.0,430.0,,,,,1.0,1.0,1.0,0.0,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.1953125,0.2916666666666667,1.0,2.0033564642716883,2.245430809399478
deepseek_v4pro,sycophancy,critique_revise,384,1.0,8.798829049999767,756.0,159.0,916.0,,,,,0.9479166666666666,0.9322916666666666,0.9635416666666666,0.036458333333333336,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.14322916666666663,0.25520833333333337,0.8750000000000001,6.644308650935497,4.783289817232376
deepseek_v4pro,sycophancy,debate,384,1.0,13.605982799999765,1350.0,265.5,1613.0,,,,,0.9166666666666666,0.9114583333333334,0.921875,0.078125,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.11197916666666663,0.21354166666666669,0.7321428571428572,10.274361362040601,8.422976501305483
deepseek_v4pro,sycophancy,frame_invariant_rationale,384,1.0,2.59200625000085,231.5,28.0,259.0,,,,,0.9296875,0.921875,0.9375,0.0625,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.125,0.22916666666666669,0.7857142857142857,1.9573160760703698,1.3524804177545693
deepseek_v4pro,sycophancy,self_debias_reprompt,384,1.0,4.068155850000039,452.0,56.0,506.5,,,,,0.9661458333333334,0.9947916666666666,0.9375,0.0625,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.16145833333333337,0.22916666666666669,0.7857142857142857,3.072009122339958,2.6449086161879896
deepseek_v4pro,sycophancy,standard,384,1.0,1.3242655499998364,187.5,4.0,191.5,,,,,0.8046875,0.9010416666666666,0.7083333333333334,0.2916666666666667,,,,0.8046875,0.2916666666666667,1.3242655499998364,191.5,,,,,0.0,0.0,0.0,1.0,1.0
