model,term,coef,std_err,p_value,r_squared,n_rows,formula
training_state_plus_bias_type,C(bias_type)[T.polarity_negation_gap],-0.3476005248805774,0.05908963301430467,4.0387737713881275e-09,0.02765699481183259,587,bias_score ~ C(training_state) + C(bias_type)
training_state_plus_bias_type,C(bias_type)[T.sycophancy_wrong_belief_agreement],-0.24467793655515896,0.044037386293999295,2.7580378410869376e-08,0.02765699481183259,587,bias_score ~ C(training_state) + C(bias_type)
method_plus_bias_type,Intercept,0.29790307001343663,0.034906601325736135,1.410183232119591e-17,0.06342760772130274,587,bias_score ~ C(method_condition) + C(bias_type)
method_plus_bias_type,C(method_condition)[T.debate],-0.019310278862210317,0.04072004497705325,0.6353426977052912,0.06342760772130274,587,bias_score ~ C(method_condition) + C(bias_type)
method_plus_bias_type,C(method_condition)[T.standard],0.17182482776731206,0.03932728283303307,1.2475968456401331e-05,0.06342760772130274,587,bias_score ~ C(method_condition) + C(bias_type)
method_plus_bias_type,C(method_condition)[T.structured_cr],0.0565209267189375,0.05330149037494192,0.288962437603119,0.06342760772130274,587,bias_score ~ C(method_condition) + C(bias_type)
method_plus_bias_type,C(bias_type)[T.moral_yes_no_bias],-0.022819709508966723,0.03312109363499143,0.49083702369326565,0.06342760772130274,587,bias_score ~ C(method_condition) + C(bias_type)
method_plus_bias_type,C(bias_type)[T.polarity_negation_gap],-0.3863945644474175,0.06168743597976861,3.758322466142652e-10,0.06342760772130274,587,bias_score ~ C(method_condition) + C(bias_type)
method_plus_bias_type,C(bias_type)[T.sycophancy_wrong_belief_agreement],-0.28172025958607916,0.034374410631505904,2.4926543620501105e-16,0.06342760772130274,587,bias_score ~ C(method_condition) + C(bias_type)
provider_method_bias_type,Intercept,0.297585146094522,0.034776485393858136,1.1576282708815678e-17,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(provider_family)[T.gemini],-0.17045805733534114,0.06217420318390825,0.006113696944880082,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(provider_family)[T.gemma],-0.17149237627519115,0.05230594410079661,0.001043084987782799,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(provider_family)[T.glm],0.14684025053473285,0.07857317677425701,0.0616458663913523,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(provider_family)[T.qwen],-0.181406397566764,0.05061926361304824,0.0003387062335129983,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(method_condition)[T.debate],0.06281431885850944,0.046488627927189614,0.17663905700220717,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(method_condition)[T.standard],0.31133833434421593,0.053528197961828734,6.014915144687028e-09,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(method_condition)[T.structured_cr],0.23766827516658284,0.0734144258003882,0.0012064486269349126,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(bias_type)[T.moral_yes_no_bias],-0.022819709508967667,0.032524465768186184,0.4829182117121571,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(bias_type)[T.polarity_negation_gap],-0.41872911282365965,0.08019119891446631,1.7735096241295856e-07,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
provider_method_bias_type,C(bias_type)[T.sycophancy_wrong_belief_agreement],-0.2661419875591786,0.03957231610961593,1.750398360739426e-11,0.10643384603495565,587,bias_score ~ C(provider_family) + C(method_condition) + C(bias_type)
