model_id,dataset,item_id,dilemma,method_condition,analysis_tier,source_metric,bias_type,bias_score,signed_bias_score,scope,trials,provider_family,model_line,variant_type,deployment,openness,size_class,training_state,reasoning_or_speed_profile,cost_tier,notes
aliyun_qwen36,exp3,exp3::Family Dog,Family Dog,standard,full,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Family Dog,Family Dog,standard,full,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Notetaking,Notetaking,standard,full,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Notetaking,Notetaking,standard,full,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Outfit,Outfit,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.0,0.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Outfit,Outfit,standard,full,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Pregnant,Pregnant,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.3392857142857143,-0.3392857142857143,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Pregnant,Pregnant,standard,full,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Roommate,Roommate,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.0,0.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
aliyun_qwen36,exp3,exp3::Roommate,Roommate,standard,full,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,confirmatory,,qwen,qwen3.6,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,Aliyun Qwen3.6 API run
deepseek_chat,exp2,exp2::Endow,Endow,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.0,0.0,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Endow,Endow,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Medicine,Medicine,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.0714285714285714,-0.0714285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Medicine,Medicine,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.1428571428571428,-0.1428571428571428,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::RAF,RAF,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.0892857142857143,-0.0892857142857143,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::RAF,RAF,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.4464285714285714,-0.4464285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Ransom,Ransom,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.75,-0.75,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Ransom,Ransom,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.3035714285714286,-0.3035714285714286,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Suicide,Suicide,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.1785714285714285,-0.1785714285714285,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Suicide,Suicide,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.5357142857142858,0.5357142857142858,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Vet,Vet,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.0,0.0,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Vet,Vet,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.0357142857142857,0.0357142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Christmas,Christmas,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.4642857142857143,0.4642857142857143,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Christmas,Christmas,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.1607142857142857,-0.1607142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Family Dog,Family Dog,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.2857142857142857,-0.2857142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Family Dog,Family Dog,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.3214285714285714,-0.3214285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Notetaking,Notetaking,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.1964285714285714,-0.1964285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Notetaking,Notetaking,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.2857142857142857,0.2857142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Outfit,Outfit,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.2678571428571428,0.2678571428571428,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Outfit,Outfit,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.7142857142857142,-0.7142857142857142,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Pregnant,Pregnant,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.125,-0.125,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Pregnant,Pregnant,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.3035714285714286,0.3035714285714286,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Roommate,Roommate,critique_revise,full,moral_item_bias_metrics,moral_yes_no_bias,0.5357142857142857,0.5357142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Roommate,Roommate,critique_revise,full,moral_item_bias_metrics,moral_omission_bias,0.4999999999999999,0.4999999999999999,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Endow,Endow,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.3035714285714285,0.3035714285714285,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Endow,Endow,debate,full,moral_item_bias_metrics,moral_omission_bias,0.3928571428571428,0.3928571428571428,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Medicine,Medicine,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.1964285714285714,0.1964285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Medicine,Medicine,debate,full,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::RAF,RAF,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.0535714285714286,0.0535714285714286,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::RAF,RAF,debate,full,moral_item_bias_metrics,moral_omission_bias,0.5178571428571428,0.5178571428571428,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Ransom,Ransom,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.3214285714285714,0.3214285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Ransom,Ransom,debate,full,moral_item_bias_metrics,moral_omission_bias,0.4642857142857142,-0.4642857142857142,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Suicide,Suicide,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.25,-0.25,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Suicide,Suicide,debate,full,moral_item_bias_metrics,moral_omission_bias,0.1428571428571429,-0.1428571428571429,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Vet,Vet,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.0535714285714286,0.0535714285714286,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Vet,Vet,debate,full,moral_item_bias_metrics,moral_omission_bias,0.0178571428571427,0.0178571428571427,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Christmas,Christmas,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.8035714285714286,-0.8035714285714286,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Christmas,Christmas,debate,full,moral_item_bias_metrics,moral_omission_bias,0.5714285714285714,-0.5714285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Family Dog,Family Dog,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.1428571428571428,0.1428571428571428,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Family Dog,Family Dog,debate,full,moral_item_bias_metrics,moral_omission_bias,0.4821428571428571,-0.4821428571428571,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Notetaking,Notetaking,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.2857142857142857,-0.2857142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Notetaking,Notetaking,debate,full,moral_item_bias_metrics,moral_omission_bias,0.4999999999999999,-0.4999999999999999,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Outfit,Outfit,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.5892857142857143,-0.5892857142857143,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Outfit,Outfit,debate,full,moral_item_bias_metrics,moral_omission_bias,0.9464285714285714,-0.9464285714285714,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Pregnant,Pregnant,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.4107142857142857,-0.4107142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Pregnant,Pregnant,debate,full,moral_item_bias_metrics,moral_omission_bias,0.0357142857142857,0.0357142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Roommate,Roommate,debate,full,moral_item_bias_metrics,moral_yes_no_bias,0.0178571428571429,0.0178571428571429,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp3,exp3::Roommate,Roommate,debate,full,moral_item_bias_metrics,moral_omission_bias,0.2678571428571429,0.2678571428571429,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Endow,Endow,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.5357142857142857,-0.5357142857142857,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
deepseek_chat,exp2,exp2::Endow,Endow,standard,full,moral_item_bias_metrics,moral_omission_bias,0.8035714285714286,-0.8035714285714286,confirmatory,,deepseek,deepseek-chat,chat_api,api,closed_or_hosted,large_unknown,api_aligned,general_commercial,low,Earlier DeepSeek chat API run
