model_id,bias_type,dataset,method_condition,analysis_tier,trial_rows,scope,score_rows
deepseek_v4flash,moral_yes_no_bias,exp2,debate,smoke,8.0,smoke,2.0
deepseek_v4flash,moral_yes_no_bias,exp2,standard,full,672.0,confirmatory,6.0
deepseek_v4flash,moral_yes_no_bias,exp2,standard,full,672.0,smoke,2.0
deepseek_v4flash,moral_yes_no_bias,exp2,standard,smoke,8.0,confirmatory,6.0
deepseek_v4flash,moral_yes_no_bias,exp2,standard,smoke,8.0,smoke,2.0
deepseek_v4flash,moral_yes_no_bias,exp3,critique_revise,full,672.0,confirmatory,6.0
deepseek_v4flash,moral_yes_no_bias,exp3,debate,full,672.0,confirmatory,6.0
deepseek_v4flash,moral_yes_no_bias,exp3,standard,full,672.0,confirmatory,6.0
deepseek_v4flash,polarity_negation_gap,polarity_bias,standard,full,875.0,confirmatory,2.0
deepseek_v4flash,sycophancy_wrong_belief_agreement,sycophancy,critique_revise,full,576.0,,
deepseek_v4flash,sycophancy_wrong_belief_agreement,sycophancy,debate,full,576.0,,
deepseek_v4flash,sycophancy_wrong_belief_agreement,sycophancy,standard,full,576.0,,
deepseek_v4pro,moral_omission_bias,exp2,critique_revise,partial,1054.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp2,critique_revise,partial,1054.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp2,critique_revise,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp2,critique_revise,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp2,debate,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp2,debate,partial,672.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp2,debate,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp2,debate,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp2,standard,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp2,standard,partial,672.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp2,standard,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp2,standard,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp3,critique_revise,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp3,critique_revise,partial,672.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp3,critique_revise,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp3,critique_revise,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp3,debate,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp3,debate,partial,672.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp3,debate,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp3,debate,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp3,standard,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp3,standard,partial,672.0,pilot,6.0
deepseek_v4pro,moral_omission_bias,exp3,standard,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_omission_bias,exp3,standard,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,critique_revise,partial,1055.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,critique_revise,partial,1055.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,critique_revise,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,critique_revise,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,debate,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,debate,partial,672.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,debate,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,debate,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,standard,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,standard,partial,672.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,standard,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp2,standard,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,critique_revise,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,critique_revise,partial,672.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,critique_revise,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,critique_revise,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,debate,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,debate,partial,672.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,debate,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,debate,pilot,48.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,standard,partial,672.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,standard,partial,672.0,pilot,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,standard,pilot,48.0,exploratory_partial,6.0
deepseek_v4pro,moral_yes_no_bias,exp3,standard,pilot,48.0,pilot,6.0
deepseek_v4pro,polarity_negation_gap,polarity_bias,standard,full,850.0,confirmatory,2.0
deepseek_v4pro,sycophancy_wrong_belief_agreement,sycophancy,critique_revise,partial,576.0,exploratory_partial,1.0
deepseek_v4pro,sycophancy_wrong_belief_agreement,sycophancy,critique_revise,pilot,96.0,exploratory_partial,1.0
deepseek_v4pro,sycophancy_wrong_belief_agreement,sycophancy,debate,partial,576.0,exploratory_partial,1.0
deepseek_v4pro,sycophancy_wrong_belief_agreement,sycophancy,debate,pilot,96.0,exploratory_partial,1.0
deepseek_v4pro,sycophancy_wrong_belief_agreement,sycophancy,standard,partial,576.0,exploratory_partial,1.0
deepseek_v4pro,sycophancy_wrong_belief_agreement,sycophancy,standard,pilot,96.0,exploratory_partial,1.0
gemini25_flash,moral_omission_bias,exp2,debate,full,672.0,confirmatory,6.0
gemini25_flash,moral_omission_bias,exp2,standard,full,672.0,confirmatory,6.0
gemini25_flash,moral_omission_bias,exp3,debate,full,672.0,confirmatory,6.0
gemini25_flash,moral_omission_bias,exp3,standard,full,672.0,confirmatory,6.0
gemini25_flash,moral_yes_no_bias,exp2,debate,full,671.0,confirmatory,6.0
gemini25_flash,moral_yes_no_bias,exp2,standard,full,672.0,confirmatory,6.0
gemini25_flash,moral_yes_no_bias,exp3,debate,full,672.0,confirmatory,6.0
gemini25_flash,moral_yes_no_bias,exp3,standard,full,672.0,confirmatory,6.0
gemma4_31b_api,moral_omission_bias,exp2,debate,full,672.0,confirmatory,6.0
gemma4_31b_api,moral_omission_bias,exp2,standard,full,672.0,confirmatory,6.0
gemma4_31b_api,moral_omission_bias,exp3,debate,full,327.0,confirmatory,6.0
gemma4_31b_api,moral_yes_no_bias,exp2,debate,full,672.0,confirmatory,6.0
gemma4_31b_api,moral_yes_no_bias,exp2,standard,full,672.0,confirmatory,6.0
gemma4_31b_api,moral_yes_no_bias,exp3,debate,full,328.0,confirmatory,6.0
gemma4_e4b_base,moral_omission_bias,exp2,standard,full,112.0,confirmatory,1.0
gemma4_e4b_base,moral_omission_bias,exp3,standard,full,112.0,confirmatory,1.0
gemma4_e4b_base,moral_omission_bias,generated_moral,standard,full,190.0,confirmatory,24.0
gemma4_e4b_base,moral_yes_no_bias,exp2,standard,full,112.0,confirmatory,1.0
gemma4_e4b_base,moral_yes_no_bias,exp3,standard,full,112.0,confirmatory,1.0
gemma4_e4b_base,moral_yes_no_bias,generated_moral,standard,full,192.0,confirmatory,24.0
gemma4_e4b_base,polarity_negation_gap,polarity_bias,standard,full,1344.0,confirmatory,2.0
gemma4_e4b_base,sycophancy_wrong_belief_agreement,generated_sycophancy,standard,full,96.0,confirmatory,1.0
gemma4_e4b_base,sycophancy_wrong_belief_agreement,sycophancy,standard,full,96.0,confirmatory,1.0
gemma4_e4b_sft,moral_omission_bias,exp2,standard,full,112.0,confirmatory,1.0
gemma4_e4b_sft,moral_omission_bias,exp3,standard,full,112.0,confirmatory,1.0
gemma4_e4b_sft,moral_omission_bias,generated_moral,standard,full,192.0,confirmatory,24.0
gemma4_e4b_sft,moral_yes_no_bias,exp2,standard,full,112.0,confirmatory,1.0
gemma4_e4b_sft,moral_yes_no_bias,exp3,standard,full,112.0,confirmatory,1.0
gemma4_e4b_sft,moral_yes_no_bias,generated_moral,standard,full,192.0,confirmatory,24.0
gemma4_e4b_sft,sycophancy_wrong_belief_agreement,generated_sycophancy,standard,full,96.0,confirmatory,1.0
gemma4_e4b_sft,sycophancy_wrong_belief_agreement,sycophancy,standard,full,96.0,confirmatory,1.0
pilot_api_sycophancy_24x4,sycophancy_wrong_belief_agreement,sycophancy,checklist,,,exploratory_partial,1.0
pilot_api_sycophancy_24x4,sycophancy_wrong_belief_agreement,sycophancy,critique_revise,,,exploratory_partial,1.0
pilot_api_sycophancy_24x4,sycophancy_wrong_belief_agreement,sycophancy,invariance_vote,,,exploratory_partial,1.0
pilot_api_sycophancy_24x4,sycophancy_wrong_belief_agreement,sycophancy,standard,,,exploratory_partial,1.0
pilot_deepseek_joint_top3,sycophancy_wrong_belief_agreement,sycophancy,critique_revise,,,exploratory_partial,1.0
pilot_deepseek_joint_top3,sycophancy_wrong_belief_agreement,sycophancy,invariance_vote,,,exploratory_partial,1.0
pilot_deepseek_joint_top3,sycophancy_wrong_belief_agreement,sycophancy,standard,,,exploratory_partial,1.0
qwen3_32b_local,moral_omission_bias,exp2,debate,exploratory,671.0,exploratory_partial,6.0
qwen3_32b_local,moral_omission_bias,exp2,standard,exploratory,672.0,exploratory_partial,6.0
qwen3_32b_local,moral_yes_no_bias,exp2,debate,exploratory,671.0,exploratory_partial,6.0
qwen3_32b_local,moral_yes_no_bias,exp2,standard,exploratory,672.0,exploratory_partial,6.0
qwen3_32b_local,polarity_negation_gap,polarity_bias,standard,full,1344.0,confirmatory,2.0
qwen3_4b_base,moral_omission_bias,exp2,debate,pilot,8.0,pilot,1.0
qwen3_4b_base,moral_omission_bias,exp2,standard,full,112.0,confirmatory,1.0
qwen3_4b_base,moral_omission_bias,exp3,debate,pilot,8.0,pilot,1.0
qwen3_4b_base,moral_omission_bias,exp3,standard,full,112.0,confirmatory,1.0
qwen3_4b_base,moral_omission_bias,generated_moral,debate,pilot,48.0,pilot,24.0
qwen3_4b_base,moral_omission_bias,generated_moral,standard,full,192.0,confirmatory,24.0
qwen3_4b_base,moral_yes_no_bias,exp2,debate,pilot,8.0,pilot,1.0
qwen3_4b_base,moral_yes_no_bias,exp2,standard,full,112.0,confirmatory,1.0
qwen3_4b_base,moral_yes_no_bias,exp3,debate,pilot,8.0,pilot,1.0
qwen3_4b_base,moral_yes_no_bias,exp3,standard,full,112.0,confirmatory,1.0
qwen3_4b_base,moral_yes_no_bias,generated_moral,debate,pilot,48.0,pilot,24.0
qwen3_4b_base,moral_yes_no_bias,generated_moral,standard,full,192.0,confirmatory,24.0
qwen3_4b_base,polarity_negation_gap,polarity_bias,standard,full,1344.0,confirmatory,2.0
qwen3_4b_base,sycophancy_wrong_belief_agreement,generated_sycophancy,debate,pilot,24.0,exploratory_partial,1.0
qwen3_4b_base,sycophancy_wrong_belief_agreement,generated_sycophancy,standard,full,96.0,confirmatory,1.0
qwen3_4b_base,sycophancy_wrong_belief_agreement,sycophancy,debate,pilot,16.0,exploratory_partial,1.0
qwen3_4b_base,sycophancy_wrong_belief_agreement,sycophancy,standard,full,96.0,confirmatory,1.0
qwen3_4b_expanded_sft,moral_omission_bias,exp2,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft,moral_omission_bias,exp3,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft,moral_omission_bias,generated_moral,standard,full,192.0,confirmatory,24.0
qwen3_4b_expanded_sft,moral_yes_no_bias,exp2,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft,moral_yes_no_bias,exp3,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft,moral_yes_no_bias,generated_moral,standard,full,192.0,confirmatory,24.0
qwen3_4b_expanded_sft,sycophancy_wrong_belief_agreement,generated_sycophancy,standard,full,96.0,confirmatory,1.0
qwen3_4b_expanded_sft,sycophancy_wrong_belief_agreement,sycophancy,standard,full,96.0,confirmatory,1.0
qwen3_4b_expanded_sft_dpo,moral_omission_bias,exp2,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft_dpo,moral_omission_bias,exp3,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft_dpo,moral_yes_no_bias,exp2,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft_dpo,moral_yes_no_bias,exp3,standard,full,112.0,confirmatory,1.0
qwen3_4b_expanded_sft_dpo,sycophancy_wrong_belief_agreement,sycophancy,standard,full,96.0,confirmatory,1.0
qwen3_4b_structured_cr_sft,moral_omission_bias,exp2,structured_cr,full,112.0,confirmatory,1.0
qwen3_4b_structured_cr_sft,moral_omission_bias,exp3,structured_cr,full,112.0,confirmatory,1.0
qwen3_4b_structured_cr_sft,moral_omission_bias,generated_moral,structured_cr,full,192.0,confirmatory,24.0
qwen3_4b_structured_cr_sft,moral_yes_no_bias,exp2,structured_cr,full,112.0,confirmatory,1.0
qwen3_4b_structured_cr_sft,moral_yes_no_bias,exp3,structured_cr,full,112.0,confirmatory,1.0
qwen3_4b_structured_cr_sft,moral_yes_no_bias,generated_moral,structured_cr,full,192.0,confirmatory,24.0
qwen3_4b_structured_cr_sft,sycophancy_wrong_belief_agreement,generated_sycophancy,structured_cr,full,96.0,confirmatory,1.0
qwen3_4b_structured_cr_sft,sycophancy_wrong_belief_agreement,sycophancy,structured_cr,full,96.0,confirmatory,1.0
smoke_api_sycophancy_methods,sycophancy_wrong_belief_agreement,sycophancy,checklist,,,exploratory_partial,1.0
smoke_api_sycophancy_methods,sycophancy_wrong_belief_agreement,sycophancy,critique_revise,,,exploratory_partial,1.0
smoke_api_sycophancy_methods,sycophancy_wrong_belief_agreement,sycophancy,debate,,,exploratory_partial,1.0
smoke_api_sycophancy_methods,sycophancy_wrong_belief_agreement,sycophancy,invariance_vote,,,exploratory_partial,1.0
smoke_api_sycophancy_methods,sycophancy_wrong_belief_agreement,sycophancy,standard,,,exploratory_partial,1.0
smoke_nvidia_kimi25_std_cr,sycophancy_wrong_belief_agreement,sycophancy,critique_revise,,,exploratory_partial,1.0
smoke_nvidia_kimi25_std_cr,sycophancy_wrong_belief_agreement,sycophancy,standard,,,exploratory_partial,1.0
zhipu_glm51,moral_omission_bias,exp2,debate,partial,12.0,exploratory_partial,6.0
zhipu_glm51,moral_omission_bias,exp2,standard,partial,672.0,exploratory_partial,6.0
zhipu_glm51,moral_omission_bias,exp3,debate,full,600.0,confirmatory,6.0
zhipu_glm51,moral_omission_bias,exp3,standard,full,672.0,confirmatory,6.0
zhipu_glm51,moral_yes_no_bias,exp2,debate,partial,11.0,exploratory_partial,5.0
zhipu_glm51,moral_yes_no_bias,exp2,standard,partial,672.0,exploratory_partial,6.0
zhipu_glm51,moral_yes_no_bias,exp3,debate,full,626.0,confirmatory,6.0
zhipu_glm51,moral_yes_no_bias,exp3,standard,full,672.0,confirmatory,6.0
